VERSION,REGION,IO_MALLOC_FLAG,SIZE,THREAD_NUM,AVG_TOTAL_TIME,STD_TOTAL_TIME,%STD
mandelbrot_omp,elephant,0,256,8,0.015245,0.000279,1.83%
mandelbrot_omp,spiral,0,256,8,0.01919,0.00159,8.29%
mandelbrot_omp,full,0,256,16,0.00524,0.00135,5.69%
mandelbrot_omp,seahorse,0,256,16,0.017612,0.000330,1.87%
mandelbrot_omp,elephant,0,256,16,0.01636,0.00166,0.13%
mandelbrot_omp,spiral,0,256,16,0.0192796,0.0000426,0.22%
mandelbrot_omp,full,0,256,32,0.0046641,0.0000124,0.27%
mandelbrot_omp,seahorse,0,256,32,0.01938,0.00268,3.82%
mandelbrot_omp,elephant,0,256,32,0.017372,0.000778,4.48%
mandelbrot_omp,spiral,0,256,32,0.019805,0.000223,1.12%
mandelbrot_omp,full,0,512,1,0.04366,0.00244,5.59%
mandelbrot_omp,seahorse,0,512,1,0.26187,0.00344,1.31%
mandelbrot_omp,elephant,0,512,1,0.27153,0.00369,1.36%
mandelbrot_omp,spiral,0,512,1,0.3124,0.0112,3.60%
mandelbrot_omp,full,0,512,2,0.022687,0.000555,2.45%
mandelbrot_omp,seahorse,0,512,2,0.14763,0.00731,4.95%
mandelbrot_omp,elephant,0,512,2,0.14442,0.00542,3.75%
mandelbrot_omp,spiral,0,512,2,0.16311,0.00824,5.05%
mandelbrot_omp,full,0,512,4,0.012673,0.000296,2.34%
mandelbrot_omp,seahorse,0,512,4,0.07800,0.00290,3.72%
mandelbrot_omp,elephant,0,512,4,0.074193,0.000894,1.21%
mandelbrot_omp,spiral,0,512,4,0.09042,0.00316,3.49%
mandelbrot_omp,full,0,512,8,0.01055,0.00201,9.07%
mandelbrot_omp,seahorse,0,512,8,0.05766,0.00246,4.26%
mandelbrot_omp,elephant,0,512,8,0.054043,0.000916,1.69%
mandelbrot_omp,spiral,0,512,8,0.06665,0.00396,5.94%
mandelbrot_omp,full,0,512,16,0.01266,0.00319,5.21%
mandelbrot_omp,seahorse,0,512,16,0.05895,0.00412,6.99%
mandelbrot_omp,elephant,0,512,16,0.05501,0.00140,2.55%
mandelbrot_omp,spiral,0,512,16,0.06655,0.00128,1.92%
mandelbrot_omp,full,0,512,32,0.011563,0.000608,5.26%
mandelbrot_omp,seahorse,0,512,32,0.05833,0.00183,3.13%
mandelbrot_omp,elephant,0,512,32,0.057064,0.000474,0.83%
mandelbrot_omp,spiral,0,512,32,0.06728,0.00567,8.43%
mandelbrot_omp,full,0,1024,1,0.15438,0.00816,5.29%
mandelbrot_omp,seahorse,0,1024,1,1.0414,0.0738,7.09%
mandelbrot_omp,elephant,0,1024,1,0.915486,0.000245,0.03%
mandelbrot_omp,spiral,0,1024,1,1.0888,0.0123,1.13%
mandelbrot_omp,full,0,1024,2,0.069876,0.000885,1.27%
mandelbrot_omp,seahorse,0,1024,2,0.48997,0.00774,1.58%
mandelbrot_omp,elephant,0,1024,2,0.464554,0.000457,0.10%
mandelbrot_omp,spiral,0,1024,2,0.56021,0.00220,0.39%
mandelbrot_omp,full,0,1024,4,0.03902,0.00209,5.36%
mandelbrot_omp,seahorse,0,1024,4,0.25798,0.00382,1.48%
mandelbrot_omp,elephant,0,1024,4,0.24786,0.00339,1.37%
mandelbrot_omp,spiral,0,1024,4,0.300901,0.000727,0.24%
mandelbrot_omp,full,0,1024,8,0.029339,0.000300,1.02%
mandelbrot_omp,seahorse,0,1024,8,0.19040,0.00944,4.96%
mandelbrot_omp,elephant,0,1024,8,0.17903,0.00989,5.52%
mandelbrot_omp,spiral,0,1024,8,0.22200,0.00888,4.00%
mandelbrot_omp,full,0,1024,16,0.02975,0.00158,5.30%
mandelbrot_omp,seahorse,0,1024,16,0.1922,0.0107,5.57%
mandelbrot_omp,elephant,0,1024,16,0.1830,0.0100,5.47%
mandelbrot_omp,spiral,0,1024,16,0.2194,0.0115,5.22%
mandelbrot_omp,full,0,1024,32,0.031145,0.000126,0.41%
mandelbrot_omp,seahorse,0,1024,32,0.2021,0.0181,8.95%
mandelbrot_omp,elephant,0,1024,32,0.1858,0.0117,6.29%
mandelbrot_omp,spiral,0,1024,32,0.22393,0.00917,4.09%
mandelbrot_omp,full,0,2048,1,0.5566,0.0198,3.56%
mandelbrot_omp,seahorse,0,2048,1,3.8971,0.0264,0.68%
mandelbrot_omp,elephant,0,2048,1,3.6215,0.0510,1.41%
mandelbrot_omp,spiral,0,2048,1,4.3039,0.0169,0.39%
mandelbrot_omp,full,0,2048,2,0.26476,0.00348,1.31%
mandelbrot_omp,seahorse,0,2048,2,1.9424,0.0133,0.69%
mandelbrot_omp,elephant,0,2048,2,1.8247,0.0214,1.17%
mandelbrot_omp,spiral,0,2048,2,2.20433,0.00167,0.08%
mandelbrot_omp,full,0,2048,4,0.14508,0.00700,4.83%
mandelbrot_omp,seahorse,0,2048,4,1.02655,0.00442,0.43%
mandelbrot_omp,elephant,0,2048,4,0.96687,0.00456,0.47%
mandelbrot_omp,spiral,0,2048,4,1.1632,0.0127,1.09%
mandelbrot_omp,full,0,2048,8,0.11649,0.00418,3.59%
mandelbrot_omp,seahorse,0,2048,8,0.73134,0.00604,0.83%
mandelbrot_omp,elephant,0,2048,8,0.69054,0.00503,0.73%
mandelbrot_omp,spiral,0,2048,8,0.94106,0.00870,0.92%
mandelbrot_omp,full,0,2048,16,0.12155,0.00367,3.02%
mandelbrot_omp,seahorse,0,2048,16,0.858167,0.000718,0.08%
mandelbrot_omp,elephant,0,2048,16,0.8075,0.0112,1.39%
mandelbrot_omp,spiral,0,2048,16,0.9632,0.0277,2.88%
mandelbrot_omp,full,0,2048,32,0.119889,0.000830,0.69%
mandelbrot_omp,seahorse,0,2048,32,0.806093,0.000949,0.12%
mandelbrot_omp,elephant,0,2048,32,0.76120,0.00860,1.13%
mandelbrot_omp,spiral,0,2048,32,0.912005,0.000986,0.11%
mandelbrot_omp,full,0,4096,1,2.0948,0.0670,3.20%
mandelbrot_omp,seahorse,0,4096,1,5.0631,0.0411,0.27%
mandelbrot_omp,elephant,0,4096,1,4.32570,0.00795,0.06%
mandelbrot_omp,spiral,0,4096,1,7.2488,0.0108,0.06%
mandelbrot_omp,full,0,4096,2,1.04530,0.00252,0.24%
mandelbrot_omp,seahorse,0,4096,2,7.71554,0.00343,0.04%
mandelbrot_omp,elephant,0,4096,2,7.3057,0.0227,0.31%
mandelbrot_omp,spiral,0,4096,2,8.8213,0.0506,0.57%
mandelbrot_omp,full,0,4096,4,0.5645,0.0102,1.80%
mandelbrot_omp,seahorse,0,4096,4,4.07795,0.00919,0.23%
mandelbrot_omp,elephant,0,4096,4,3.87406,0.00908,0.23%
mandelbrot_omp,spiral,0,4096,4,4.6807,0.0246,0.53%
mandelbrot_omp,full,0,4096,8,0.39199,0.00556,1.42%
mandelbrot_omp,seahorse,0,4096,8,2.9070,0.0174,0.60%
mandelbrot_omp,elephant,0,4096,8,2.8176,0.0635,2.25%
mandelbrot_omp,spiral,0,4096,8,3.7561,0.0580,1.54%
mandelbrot_omp,full,0,4096,16,0.46276,0.00268,0.58%
mandelbrot_omp,seahorse,0,4096,16,3.4510,0.0469,1.36%
mandelbrot_omp,elephant,0,4096,16,3.31757,0.00345,0.10%
mandelbrot_omp,spiral,0,4096,16,4.00737,0.00664,0.17%
mandelbrot_omp,full,0,4096,32,0.48015,0.00986,2.05%
mandelbrot_omp,seahorse,0,4096,32,3.52124,0.00127,0.04%
mandelbrot_omp,elephant,0,4096,32,3.32215,0.00817,0.25%
mandelbrot_omp,spiral,0,4096,32,4.01520,0.00599,0.15%
mandelbrot_omp,full,0,8192,1,8.674,0.504,5.81%
mandelbrot_omp,seahorse,0,8192,1,1.435,0.973,1.58%
mandelbrot_omp,elephant,0,8192,1,7.0781,0.0869,0.15%
mandelbrot_omp,spiral,0,8192,1,8.9260,0.0902,0.13%
mandelbrot_omp,full,0,8192,2,4.15059,0.00581,0.14%
mandelbrot_omp,seahorse,0,8192,2,1.83,1.03,3.23%
mandelbrot_omp,elephant,0,8192,2,9.1947,0.0184,0.06%
mandelbrot_omp,spiral,0,8192,2,5.810,0.384,1.07%
mandelbrot_omp,full,0,8192,4,2.1959,0.0212,0.96%
mandelbrot_omp,seahorse,0,8192,4,6.41412,0.00321,0.02%
mandelbrot_omp,elephant,0,8192,4,5.809,0.220,1.39%
mandelbrot_omp,spiral,0,8192,4,9.980,0.106,0.53%
mandelbrot_omp,full,0,8192,8,1.7984,0.0323,1.80%
mandelbrot_omp,seahorse,0,8192,8,3.255,0.133,1.00%
mandelbrot_omp,elephant,0,8192,8,2.3357,0.0384,0.31%
mandelbrot_omp,spiral,0,8192,8,5.2635,0.0621,0.41%
mandelbrot_omp,full,0,8192,16,1.8113,0.0114,0.63%
mandelbrot_omp,seahorse,0,8192,16,4.069,0.325,2.31%
mandelbrot_omp,elephant,0,8192,16,5.978,0.240,1.50%
mandelbrot_omp,spiral,0,8192,16,0.749,0.304,1.46%
mandelbrot_omp,full,0,8192,32,2.53049,0.00587,0.23%
mandelbrot_omp,seahorse,0,8192,32,8.8427,0.0275,0.15%
mandelbrot_omp,elephant,0,8192,32,8.110,0.347,1.92%
mandelbrot_omp,spiral,0,8192,32,3.655,0.170,0.72%
