VERSION,REGION,IO_MALLOC_FLAG,SIZE,THREAD_NUM,AVG_TOTAL_TIME,STD_TOTAL_TIME,%STD
mandelbrot_omp,spiral,0,1024,32,0.21272,0.00257,1.21%
mandelbrot_omp,full,0,2048,1,0.5515,0.0237,4.29%
mandelbrot_omp,seahorse,0,2048,1,4.446,0.161,3.62%
mandelbrot_omp,elephant,0,2048,1,3.5960,0.0104,0.29%
mandelbrot_omp,spiral,0,2048,1,4.3475,0.0113,0.26%
mandelbrot_omp,full,0,2048,2,0.26244,0.00160,0.61%
mandelbrot_omp,seahorse,0,2048,2,1.92272,0.00729,0.38%
mandelbrot_omp,elephant,0,2048,2,1.83053,0.00257,0.14%
mandelbrot_omp,spiral,0,2048,2,2.20089,0.00405,0.18%
mandelbrot_omp,full,0,2048,4,0.14018,0.00131,0.93%
mandelbrot_omp,seahorse,0,2048,4,1.03109,0.00281,0.27%
mandelbrot_omp,elephant,0,2048,4,0.96463,0.00149,0.15%
mandelbrot_omp,spiral,0,2048,4,1.17078,0.00196,0.17%
mandelbrot_omp,full,0,2048,8,0.10298,0.00203,1.97%
mandelbrot_omp,seahorse,0,2048,8,0.76322,0.00587,0.77%
mandelbrot_omp,elephant,0,2048,8,0.72454,0.00287,0.40%
mandelbrot_omp,spiral,0,2048,8,0.88449,0.00492,0.56%
mandelbrot_omp,full,0,2048,16,0.11001,0.00141,1.28%
mandelbrot_omp,seahorse,0,2048,16,0.80244,0.00908,1.13%
mandelbrot_omp,elephant,0,2048,16,0.75292,0.00274,0.36%
mandelbrot_omp,spiral,0,2048,16,0.90708,0.00407,0.45%
mandelbrot_omp,full,0,2048,32,0.10944,0.00154,1.41%
mandelbrot_omp,seahorse,0,2048,32,0.79776,0.00346,0.43%
mandelbrot_omp,elephant,0,2048,32,0.74665,0.00373,0.50%
mandelbrot_omp,spiral,0,2048,32,0.89388,0.00235,0.26%
mandelbrot_omp,full,0,4096,1,2.0474,0.0173,0.84%
